index,filename,ground_truth,predicted_label_binary,raw_spoof_score,duration_s,rms,peak,silence_ratio,clipping_ratio,correct
0,file1010.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.103116,2.2866875,0.18043490725245956,0.99993896484375,0.08771929824561403,2.7332112498975046e-05,False
1,file1000.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.000223,2.160875,0.21171662679996497,0.910369873046875,0.027777777777777776,0.0,False
2,file103.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.886304,1.4709375,0.18878246883565297,0.999969482421875,0.0273972602739726,4.248990864669641e-05,True
3,file1026.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.981204,1.8563125,0.18111144303883703,0.999969482421875,0.03260869565217391,3.366890003703579e-05,True
4,file1023.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.957782,1.3733125,0.1971196575907609,0.999969482421875,0.04411764705882353,4.5510399126200334e-05,True
5,file1013.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,uncertain,0.408512,0.9295,0.30018035895188644,0.999969482421875,0.0,6.724045185583647e-05,False
6,file101.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.978659,0.978625,0.19035979440477804,0.999969482421875,0.0,6.386511687316388e-05,True
7,file1060.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.010059,1.7131875,0.2859859620442317,0.999969482421875,0.047058823529411764,3.6481704425230744e-05,False
8,file1008.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.807748,1.63,0.20371550054407722,0.999969482421875,0.0,3.834355828220859e-05,True
9,file1047.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.17137,2.14925,0.19949392273482341,0.99993896484375,0.028037383177570093,2.9079911597068747e-05,False
10,file1001.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.000318,2.2145625,0.23874181065915714,0.999969482421875,0.05454545454545454,2.8222278666779554e-05,False
11,file1069.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.005291,1.141,0.2239120244618552,0.999969482421875,0.05263157894736842,5.477651183172656e-05,False
12,file1062.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.01566,1.289125,0.25987056952001236,0.999969482421875,0.0,4.84824978182876e-05,False
13,file1022.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.336514,1.300625,0.18738190005702596,0.99993896484375,0.046153846153846156,4.805382027871216e-05,False
14,file1024.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.003894,1.37725,0.23957531221040856,0.999969482421875,0.0,4.53802868034126e-05,False
15,file1056.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.0,4.6065625,0.23275708715931892,0.999969482421875,0.06521739130434782,4.070280170951767e-05,False
16,file106.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,uncertain,0.565472,0.8818125,0.21386104287973004,0.999969482421875,0.06818181818181818,7.0876745339854e-05,False
17,file1068.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.960187,1.696125,0.20953004442216844,0.99993896484375,0.05952380952380952,3.684869924091679e-05,True
18,file1009.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.006478,1.776625,0.2815381663192175,0.99993896484375,0.011363636363636364,3.517906142264124e-05,False
19,file1039.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.139849,1.0078125,0.23932201758413385,0.999969482421875,0.08,6.201550387596899e-05,False
20,file1035.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.612483,1.6793125,0.1685488396087003,0.999969482421875,0.012048192771084338,3.721761137370204e-05,True
21,file1038.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,3e-06,2.051125,0.22884388871301406,0.999969482421875,0.06862745098039216,3.047108294228777e-05,False
22,file1029.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,2e-05,2.01175,0.21965364863668077,0.999969482421875,0.04,3.106747856343979e-05,False
23,file1021.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.012385,2.245125,0.16129946016037264,0.999969482421875,0.16071428571428573,2.783809364734703e-05,False
24,file107.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.044685,2.197875,0.18090823890574476,0.99993896484375,0.009174311926605505,5.6873116078029915e-05,False
25,file1066.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.787364,1.9594375,0.16036706392466907,0.999969482421875,0.05154639175257732,3.189690918949954e-05,True
26,file1031.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.329118,1.049375,0.22545238572957246,0.999969482421875,0.07692307692307693,5.955926146515783e-05,False
27,file1065.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.683322,1.1909375,0.1880617337161198,0.999969482421875,0.0,5.247966413014957e-05,True
28,file1044.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.268841,1.14125,0.19114456332704757,0.99993896484375,0.017543859649122806,5.47645125958379e-05,False
29,file1.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.021319,1.568125,0.27980043099485363,0.999969482421875,0.05128205128205128,3.9856516540454363e-05,False
30,file1041.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.002176,1.504125,0.23035541390030595,0.999969482421875,0.02666666666666667,4.1552397573339984e-05,False
31,file1007.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.000111,1.7931875,0.24400688917183383,0.999969482421875,0.02247191011235955,3.485413544317033e-05,False
32,file1050.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.638121,1.589875,0.1959236845851241,0.999969482421875,0.05063291139240506,3.931126660901014e-05,True
33,file1058.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.815105,1.1573125,0.2286394317366748,0.999969482421875,0.07017543859649122,5.400442836312577e-05,True
34,file1017.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.94893,0.7031875,0.24722481181711223,0.999969482421875,0.11428571428571428,8.888098835659053e-05,True
35,file1045.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,1e-06,2.3355,0.2419697362009769,0.99993896484375,0.05172413793103448,2.676086491115393e-05,False
36,file1006.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.001615,1.1744375,0.2516126455523648,0.999969482421875,0.0,0.00010643393113724656,False
37,file1064.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,spoof,0.843655,1.241375,0.22206216749701493,0.999969482421875,0.06451612903225806,0.0001006947940791461,True
38,file1052.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.000652,1.9015625,0.2559638826162328,0.999969482421875,0.07368421052631578,3.286770747740345e-05,False
39,file1003.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.026343,1.241625,0.23963952383194395,0.999969482421875,0.03225806451612903,5.033725963958522e-05,False
40,file1002.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.312509,0.89475,0.1796102321562873,0.999969482421875,0.045454545454545456,6.985191394244202e-05,False
41,file102.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.00997,1.3361875,0.24207169467738826,0.999969482421875,0.0,4.677487253847233e-05,False
42,file1034.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.114793,0.811625,0.22441002375067898,0.999969482421875,0.025,7.700600646850454e-05,False
43,file1018.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,6e-06,2.0456875,0.2429695188572884,0.999969482421875,0.0784313725490196,3.055207601356512e-05,False
44,file1030.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.375454,1.411125,0.19207019743535264,0.999969482421875,0.014285714285714285,4.4290902648595976e-05,False
45,file1012.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.000327,1.557125,0.2026868296650043,0.999969482421875,0.05194805194805195,4.013807497792406e-05,False
46,file100.wav_16k.wav_norm.wav_mono.wav_silence.wav,spoof,bonafide,0.0,2.7545625,0.21470206317788854,0.999969482421875,0.0072992700729927005,2.2689628570780297e-05,False
